   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.69228,             0.58058,             0.61909,             0.32707,             0.04148,           0.0022499,                   0,             0.01069,             0.10471,             0.97454,             0.00055,              2.9501,                0.95,             0.11189,             0.04362,             0.53549,              1.0353,             0.75753,             0.90699,                 0.2,                   4,                   0,             0.01661,             0.84754,              0.2839,                   0,             0.08896,             0.47751,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6915
             0.72721,             0.57459,             0.63657,             0.32711,            0.038523,           0.0021622,                   0,             0.00897,             0.12468,              0.9452,              0.0005,              2.9595,             0.86978,             0.10345,             0.04236,             0.55456,             0.92528,             0.74859,             0.91092,                 0.2,              3.9102,                   0,             0.01484,              0.7384,             0.35162,                   0,              0.0904,             0.46416,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.2045
             0.71935,             0.62023,             0.66331,             0.34526,            0.040206,           0.0026462,                   0,             0.00512,             0.11575,             0.87522,             0.00043,              2.9459,             0.86402,             0.12582,             0.04532,               0.433,             0.96567,             0.89515,             0.76395,                 0.2,                   4,                   0,             0.01476,              0.6512,             0.36771,                   0,              0.0597,             0.45204,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.6962
             0.71055,             0.58211,             0.63365,             0.33978,            0.044011,           0.0023352,                   0,             0.00591,             0.10071,             0.87522,             0.00044,              4.0508,             0.69439,              0.1065,             0.04687,             0.31646,              1.1583,             0.93702,             0.57619,                 0.2,              3.7893,                   0,             0.01348,             0.58759,             0.36771,                   0,             0.05704,             0.45204,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.61086,             0.53666,              0.5505,             0.26935,            0.043195,           0.0024023,                   0,             0.00432,             0.12006,              0.8905,             0.00035,              2.9459,             0.61482,             0.12582,             0.03744,               0.433,              1.0997,             0.82448,             0.78793,                 0.2,               4.728,                   0,             0.01194,             0.49651,             0.35734,                   0,              0.0597,             0.36787,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              7.4998
              0.6842,             0.59238,             0.63188,              0.3424,            0.037719,           0.0025443,                   0,             0.00543,             0.11492,             0.83472,             0.00043,              2.8959,             0.93958,             0.12582,              0.0426,             0.44797,             0.96567,             0.90758,             0.66866,                 0.2,              3.7944,                   0,             0.01704,             0.72302,             0.33455,                   0,              0.0597,             0.40177,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0992
             0.67697,             0.56598,             0.60545,             0.32841,            0.043003,           0.0029161,                   0,             0.00405,             0.11575,              0.8531,             0.00042,              2.7308,             0.75395,             0.13014,             0.04532,               0.433,             0.89054,             0.86207,              0.7594,                 0.2,              4.4336,                   0,             0.01614,              0.6412,             0.38638,                   0,              0.0597,             0.42213,                   0,                   0,                   0,                 0.5,             0.94811,                   0,                   0,              3.3433
             0.73667,             0.58504,             0.64524,             0.33217,            0.035133,           0.0028581,                   0,             0.00434,             0.10037,             0.87522,             0.00043,              3.2548,             0.79426,             0.16366,             0.04068,             0.44094,              1.0096,              1.1412,              0.7347,                 0.2,              3.2353,                   0,              0.0165,              0.6512,             0.31559,                   0,             0.05908,             0.42923,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.6962
             0.69684,             0.63699,             0.66473,             0.35171,            0.041309,           0.0028079,                   0,             0.00482,             0.11913,             0.85384,             0.00048,              2.8512,             0.88393,             0.12753,             0.04702,             0.48454,             0.97691,             0.89515,             0.80924,                 0.2,                   4,                   0,             0.01476,             0.57859,               0.359,                   0,              0.0597,             0.50332,                   0,                   0,                   0,                 0.5,             0.87179,                   0,                   0,              3.9257
             0.65879,             0.61144,             0.62881,             0.32447,             0.04044,           0.0025863,                   0,             0.00372,             0.11699,             0.90951,             0.00041,              2.9459,             0.85128,             0.11603,             0.04532,             0.47744,             0.95281,             0.87641,             0.76395,                 0.2,              3.6623,                   0,             0.01355,             0.52165,             0.39115,                   0,             0.06039,             0.45204,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.726
             0.78658,             0.57285,             0.66311,             0.35608,             0.02999,           0.0026961,                   0,             0.00569,             0.11191,             0.80336,             0.00042,              3.4522,             0.82301,             0.12742,             0.03336,             0.42957,             0.94456,             0.95822,             0.69312,                 0.2,              3.8422,                   0,             0.01726,             0.61507,             0.36771,                   0,              0.0597,             0.45928,                   0,                   0,                   0,                 0.5,             0.98109,                   0,                   0,              4.5696
             0.69733,             0.59384,             0.63978,             0.34846,            0.048419,           0.0037817,                   0,             0.00715,             0.11251,             0.95924,             0.00037,              2.3283,             0.91958,              0.1253,             0.05234,             0.53851,               1.121,              1.3222,             0.92265,                 0.2,              3.9164,                   0,              0.0164,             0.57645,             0.45058,                   0,             0.07785,             0.46377,                   0,                   0,                   0,                 0.5,             0.96794,                   0,                   0,               3.225
             0.79583,             0.58298,             0.65762,              0.3511,            0.046867,           0.0040228,                   0,             0.00993,              0.1087,             0.92204,             0.00055,              1.9598,             0.80385,             0.09428,              0.0493,             0.53691,             0.95216,              1.4779,             0.90388,                 0.2,              4.1995,                   0,             0.01467,             0.68096,             0.36199,                   0,             0.06935,             0.41605,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0677
             0.71898,             0.56745,             0.62384,             0.32716,            0.042558,           0.0027443,                   0,             0.00483,             0.12115,             0.85384,             0.00049,              2.8111,             0.84538,             0.12564,             0.04619,              0.4762,             0.98566,             0.86113,             0.84653,                 0.2,              3.9802,                   0,              0.0159,             0.57859,             0.34664,                   0,             0.06098,             0.50332,                   0,                   0,                   0,                 0.5,             0.89261,                   0,                   0,              3.8465
             0.72655,             0.58048,             0.63996,             0.34273,            0.042729,           0.0027419,                   0,             0.00484,             0.12045,             0.85961,             0.00048,              2.8525,             0.88593,             0.12662,             0.04702,             0.47948,             0.96325,             0.89824,             0.81315,                 0.2,               4.031,                   0,             0.01463,             0.58138,             0.36342,                   0,             0.06004,             0.50765,                   0,                   0,                   0,                 0.5,             0.87008,                   0,                   0,              4.1173
             0.80924,             0.56012,             0.65651,             0.36083,            0.036698,           0.0024361,                   0,             0.00486,              0.1072,             0.85138,             0.00048,              2.4247,                0.95,             0.12717,             0.04078,             0.42893,              1.1572,             0.81624,             0.77323,                 0.2,                   4,                   0,             0.01031,             0.59114,              0.4022,                   0,             0.06385,             0.53245,                   0,                   0,                   0,                 0.5,              0.8894,                   0,                   0,               3.648
             0.75771,              0.5365,             0.61692,             0.33961,            0.042713,           0.0028915,                   0,             0.00482,             0.11912,             0.85362,             0.00048,              2.8519,             0.88393,             0.12753,             0.04702,             0.48562,             0.97691,             0.89473,             0.80837,                 0.2,              4.0039,                   0,             0.01475,             0.57859,             0.35899,                   0,             0.05962,             0.50332,                   0,                   0,                   0,                 0.5,              0.8708,                   0,                   0,              3.9264
             0.35232,             0.45748,             0.34185,             0.18262,            0.047987,           0.0029147,                   0,             0.00494,             0.14391,             0.81217,             0.00048,               3.449,             0.88393,             0.14949,             0.05647,             0.45709,             0.90305,             0.72705,             0.70531,                 0.2,              2.6713,                   0,             0.01472,             0.58716,             0.38372,                   0,             0.07099,             0.52265,                   0,                   0,                   0,                 0.5,             0.83338,                   0,                   0,              4.9131
             0.69839,             0.56305,             0.61113,             0.33076,            0.049283,           0.0033841,                   0,             0.00469,              0.1173,             0.80442,             0.00048,              2.8512,             0.85086,             0.12753,             0.05259,             0.48337,             0.92989,             0.84624,             0.80924,                 0.2,              4.5593,                   0,              0.0144,             0.57082,             0.35734,                   0,             0.06168,             0.54931,                   0,                   0,                   0,                 0.5,             0.76122,                   0,                   0,              3.9257
             0.69256,             0.59384,             0.64119,             0.33563,            0.043484,             0.00274,                   0,             0.00489,             0.11759,             0.85384,             0.00046,              2.7652,             0.90102,             0.12753,             0.04702,             0.47733,             0.90671,             0.88716,             0.83124,                 0.2,              4.2047,                   0,             0.01526,              0.6246,               0.359,                   0,             0.05876,             0.49177,                   0,                   0,                   0,                 0.5,             0.83582,                   0,                   0,              3.5906
             0.75941,              0.6173,             0.66412,             0.36736,            0.042708,           0.0026627,                   0,             0.00524,              0.1091,             0.86648,             0.00054,              2.8512,             0.93091,             0.13615,             0.04702,             0.56699,              1.0117,              0.9299,             0.82349,                 0.2,              4.3119,                   0,             0.01476,             0.57859,             0.28083,                   0,             0.05835,             0.44677,                   0,                   0,                   0,                 0.5,             0.92634,                   0,                   0,              3.9257
             0.65024,             0.55132,             0.59617,             0.32024,             0.03428,           0.0024811,                   0,             0.00709,             0.10704,             0.78895,              0.0004,              2.3872,             0.78207,             0.12742,             0.03135,              0.4081,              1.1317,             0.95822,             0.68521,                 0.2,              3.8422,                   0,             0.01726,             0.73074,             0.36771,                   0,             0.08208,             0.45928,                   0,                   0,                   0,                 0.5,             0.98109,                   0,                   0,              7.5629
             0.67353,             0.61437,             0.64559,             0.33751,            0.048738,           0.0036869,                   0,             0.00946,             0.12908,               0.937,             0.00058,              2.1739,             0.90503,             0.08983,             0.05168,              0.6114,              1.0191,              1.1801,              1.0176,                 0.2,              3.9194,                   0,             0.01311,             0.76468,             0.44122,                   0,             0.08272,             0.58422,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0504
             0.80563,             0.57129,             0.65344,             0.35251,            0.030579,           0.0026007,                   0,             0.00562,             0.11612,             0.84297,             0.00042,              3.2998,             0.75815,             0.11488,             0.03336,             0.41874,             0.91372,             0.88424,             0.73661,                 0.2,              4.5023,                   0,             0.01981,             0.61507,             0.37762,                   0,             0.05435,             0.48464,                   0,                   0,                   0,                 0.5,             0.92686,                   0,                   0,              4.5696
              0.7116,             0.61143,             0.64181,             0.33929,            0.028475,            0.002669,                   0,             0.00497,             0.12007,             0.80336,             0.00041,               4.043,             0.74415,             0.12829,              0.0299,              0.3567,             0.94456,             0.95822,             0.69312,                 0.2,              4.2824,                   0,             0.01699,             0.63351,             0.37711,                   0,              0.0597,             0.42826,                   0,                   0,                   0,                 0.5,             0.98109,                   0,                   0,              4.5696
             0.61841,             0.56158,             0.58873,             0.31846,            0.036007,           0.0021325,                   0,             0.00569,             0.13635,             0.80336,             0.00034,              3.7209,             0.81532,             0.12619,             0.03336,              0.3921,             0.94456,              1.0007,             0.56153,                 0.2,              3.8422,                   0,             0.01484,             0.69195,             0.39093,                   0,              0.0597,             0.53566,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              6.1994
             0.80629,             0.58211,             0.67231,              0.3628,            0.046054,           0.0034284,                   0,              0.0098,             0.10804,             0.91551,             0.00062,              2.9425,             0.86821,             0.09908,             0.04979,             0.60842,             0.95858,              1.1179,              1.0021,                 0.2,              4.3113,                   0,             0.01431,             0.86486,             0.43613,                   0,              0.0886,             0.53876,                   0,                   0,                   0,                 0.5,             0.96354,                   0,                   0,              2.9545
              0.7262,             0.57167,             0.62461,             0.33276,            0.054129,            0.003488,                   0,              0.0103,             0.12173,             0.94084,             0.00063,              2.9425,             0.88843,              0.1134,             0.05508,             0.73067,             0.97462,              1.1154,             0.91529,                 0.2,              4.4355,                   0,              0.0126,             0.84998,             0.44001,                   0,             0.07543,             0.54507,                   0,                   0,                   0,                 0.5,              0.9683,                   0,                   0,              2.7786
             0.67399,             0.52746,             0.58179,             0.30363,            0.058081,           0.0030089,                   0,             0.01314,             0.09549,             0.91956,             0.00057,              1.8367,              0.6498,             0.09795,             0.05944,             0.64853,              1.1922,             0.88474,             0.86789,                 0.2,              4.6507,                   0,             0.01311,             0.75383,             0.52303,                   0,             0.07393,             0.55452,                   0,                   0,                   0,                 0.5,              0.9683,                   0,                   0,              3.7928
             0.72704,             0.57918,             0.63689,             0.32678,            0.044849,           0.0028502,                   0,             0.00959,              0.1013,               0.937,             0.00068,              2.9678,             0.91082,             0.10224,             0.04567,             0.64853,             0.95307,             0.97666,             0.85231,                 0.2,              4.7775,                   0,             0.01322,             0.81916,             0.48617,                   0,              0.0892,             0.53876,                   0,                   0,                   0,                 0.5,             0.89714,                   0,                   0,              2.4473
             0.80363,             0.57771,              0.6668,             0.34759,            0.056828,           0.0041417,                   0,             0.01051,             0.10811,             0.92025,             0.00045,              2.7538,             0.81824,             0.09472,             0.05685,             0.60206,              1.0191,              1.1849,              1.1109,                 0.2,              5.3377,                   0,             0.01254,             0.81916,             0.47053,                   0,             0.07743,             0.50886,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3163
             0.67814,             0.57478,             0.60271,             0.29637,            0.056057,           0.0035705,                   0,             0.00829,             0.10811,                0.98,              0.0006,              2.9425,             0.86821,             0.10816,             0.05377,             0.60247,             0.93578,              1.1154,             0.97607,                 0.2,              4.6507,                   0,             0.01037,             0.71649,             0.57258,                   0,             0.10619,             0.49232,                   0,                   0,                   0,                 0.5,             0.76027,                   0,                   0,              4.3126
             0.78344,             0.57331,             0.66601,             0.37288,            0.044628,           0.0034398,                   0,             0.00784,             0.08685,             0.93209,             0.00064,               3.206,                0.95,             0.09675,             0.04919,             0.64853,              1.0191,              1.1154,              1.0392,                 0.2,              4.1983,                   0,             0.01139,             0.84728,             0.45865,                   0,             0.09155,             0.42736,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8176
             0.59527,             0.50733,             0.53445,             0.24194,            0.059127,           0.0025605,                   0,             0.01375,             0.10883,              0.8958,             0.00062,              2.5595,             0.81604,             0.09197,             0.04979,              0.4585,               1.046,             0.84031,              1.1416,                 0.2,              4.7603,                   0,             0.01969,              0.8491,             0.43613,                   0,             0.09453,             0.62345,                   0,                   0,                   0,                 0.5,             0.73876,                   0,                   0,              4.5096
             0.66995,             0.57038,             0.62216,             0.32332,            0.047344,           0.0033008,                   0,             0.00939,             0.11543,             0.91557,             0.00062,              3.0187,             0.83061,             0.09729,             0.04979,             0.60842,             0.95457,              1.0736,             0.97938,                 0.2,              4.0402,                   0,             0.01483,             0.86486,             0.45173,                   0,             0.08592,             0.57922,                   0,                   0,                   0,                 0.5,             0.89202,                   0,                   0,              3.3185
              0.8119,             0.58944,             0.67938,             0.34765,            0.046552,           0.0032825,                   0,              0.0098,             0.10804,             0.89512,             0.00062,              2.7772,             0.78911,             0.07591,             0.04979,             0.60842,             0.92698,              1.0677,             0.96317,                 0.2,              4.3113,                   0,              0.0141,              0.8429,             0.42791,                   0,             0.09229,             0.54382,                   0,                   0,                   0,                 0.5,             0.96354,                   0,                   0,              2.9545
             0.77042,             0.59238,             0.66975,             0.35301,            0.041524,           0.0033827,                   0,              0.0098,             0.11226,             0.92045,             0.00056,              2.9425,                0.95,             0.09908,             0.04465,             0.64669,              1.0665,              1.1449,              1.0021,                 0.2,              3.9678,                   0,             0.01431,             0.86486,             0.46204,                   0,              0.0886,             0.53876,                   0,                   0,                   0,                 0.5,             0.94839,                   0,                   0,              2.9545
             0.75167,             0.53372,             0.62317,             0.33968,            0.049025,           0.0036275,                   0,             0.00945,             0.11044,             0.91551,             0.00067,              2.9425,             0.84744,             0.10251,             0.05307,             0.60842,              0.9379,              1.0765,              1.0929,                 0.2,              4.0458,                   0,             0.01431,             0.80293,             0.43613,                   0,             0.09176,             0.53876,                   0,                   0,                   0,                 0.5,              0.9745,                   0,                   0,              2.5907
