   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.79007,             0.54079,             0.63986,             0.32252,            0.051938,           0.0034283,                   0,             0.00941,             0.11466,             0.90986,             0.00067,              2.7684,             0.85464,             0.09909,             0.05319,             0.61541,             0.94822,              1.0957,               1.075,                 0.2,               4.016,                   0,             0.01405,              0.7884,             0.44117,                   0,             0.09106,             0.52447,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6149
             0.77668,             0.57771,             0.66136,             0.36206,             0.04894,            0.003559,                   0,             0.00971,             0.12043,             0.92091,             0.00066,              2.8068,             0.87889,             0.10318,             0.05298,             0.60737,             0.93337,               1.152,              1.0366,                 0.2,              3.8858,                   0,             0.01461,             0.79657,             0.44311,                   0,               0.093,             0.53671,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.8287
             0.74997,             0.55857,             0.63792,             0.32398,            0.049959,           0.0036701,                   0,             0.00971,             0.12128,             0.92055,             0.00066,              2.8131,             0.87006,             0.10292,             0.05279,             0.60556,             0.93337,              1.1555,               1.033,                 0.2,              3.9133,                   0,             0.01468,             0.79924,             0.44478,                   0,             0.09435,             0.53866,                   0,                   0,                   0,                 0.5,             0.98192,                   0,                   0,              2.9199
             0.74309,              0.5174,              0.6186,             0.32293,            0.049449,           0.0039895,                   0,             0.01013,             0.11403,             0.85024,             0.00066,              2.7295,             0.71344,             0.10318,             0.05298,             0.48015,             0.96248,              1.3165,             0.88804,                 0.2,              4.1002,                   0,             0.01461,             0.79842,             0.44347,                   0,              0.0756,              0.5166,                   0,                   0,                   0,                 0.5,              0.6633,                   0,                   0,              3.2397
             0.76661,             0.55387,              0.6455,             0.34068,            0.050853,           0.0035783,                   0,             0.00968,             0.12162,             0.92028,             0.00067,              2.7924,             0.87653,             0.10386,             0.05344,               0.611,             0.92793,              1.1534,              1.0377,                 0.2,              3.8825,                   0,              0.0145,             0.79672,             0.43831,                   0,             0.09299,             0.53429,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.8324
             0.74644,             0.51026,             0.59127,              0.2848,            0.061363,           0.0048875,                   0,             0.01143,             0.13519,             0.87589,             0.00088,              3.1017,             0.73216,             0.10944,             0.06191,              0.4663,             0.65773,              1.2663,              1.3147,                 0.2,              3.6202,                   0,             0.01461,             0.79657,             0.47185,                   0,               0.093,              0.6679,                   0,                   0,                   0,                 0.5,             0.82322,                   0,                   0,                   2
             0.71306,             0.53959,             0.59598,             0.28591,             0.05349,           0.0035738,                   0,             0.00971,             0.13222,             0.92296,             0.00083,              2.7981,             0.90601,             0.10961,             0.05338,             0.65898,              0.9638,              1.1001,              1.0366,                 0.2,              3.8858,                   0,             0.01461,             0.52143,             0.40054,                   0,             0.10193,             0.46619,                   0,                   0,                   0,                 0.5,             0.69568,                   0,                   0,               2.785
             0.65209,             0.54545,             0.58605,             0.29461,            0.059436,            0.003759,                   0,             0.01059,             0.12043,             0.92091,             0.00078,               2.984,             0.87889,             0.09011,             0.06224,             0.66935,              1.0546,              1.1535,              1.0119,                 0.2,              3.8796,                   0,             0.01432,             0.70823,             0.44828,                   0,             0.09345,             0.50774,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.5205
             0.78242,             0.54985,              0.6528,             0.32764,            0.049551,           0.0036285,                   0,             0.00982,              0.1233,              0.9281,             0.00065,              2.8675,             0.87889,             0.10271,             0.05195,             0.62139,             0.93337,              1.1454,              1.0512,                 0.2,              3.8888,                   0,             0.01427,             0.79929,             0.44614,                   0,             0.09222,             0.53489,                   0,                   0,                   0,                 0.5,             0.98189,                   0,                   0,              2.8287
             0.77945,              0.5493,             0.64976,             0.35371,            0.041174,           0.0034913,                   0,             0.00901,             0.10644,             0.86929,             0.00066,              2.3721,             0.76741,              0.1295,             0.04521,             0.60737,             0.93337,              1.0958,               1.059,                 0.2,              3.8858,                   0,             0.01265,             0.79657,             0.46508,                   0,               0.093,             0.54718,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.68216,              0.5759,             0.63277,             0.35265,            0.043619,           0.0026651,                   0,             0.01009,             0.11903,             0.92424,             0.00059,              2.8168,             0.87889,             0.10318,             0.04653,             0.60737,             0.96925,              1.1522,             0.65395,                 0.2,               3.738,                   0,             0.01461,             0.79657,             0.49076,                   0,               0.093,             0.56701,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6783
             0.70183,             0.54985,             0.61446,              0.3199,            0.052675,           0.0028967,                   0,             0.00971,             0.11724,             0.93624,             0.00055,              2.5074,             0.89367,             0.12033,             0.05298,             0.61554,             0.93337,              1.0265,             0.85806,                 0.2,              3.8923,                   0,             0.01471,                 0.9,             0.37228,                   0,             0.10963,             0.49361,                   0,                   0,                   0,                 0.5,             0.94854,                   0,                   0,              2.7856
             0.61936,             0.54396,             0.54415,             0.29195,            0.058462,           0.0020307,                   0,              0.0104,             0.12043,             0.88912,             0.00087,              3.0537,             0.86233,             0.10318,              0.0597,             0.73332,             0.93389,              0.3781,              1.1968,                 0.2,              4.8639,                   0,             0.01356,             0.86543,             0.52832,                   0,             0.07492,             0.53671,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.71912,             0.52639,             0.60222,             0.32125,            0.059029,           0.0044786,                   0,             0.01044,             0.14668,             0.91816,             0.00067,              3.1186,             0.87889,              0.1045,             0.05994,              0.5415,              1.0056,               1.275,              1.0366,                 0.2,              4.5235,                   0,             0.01469,              0.8478,             0.44311,                   0,               0.093,             0.52161,                   0,                   0,                   0,                 0.5,             0.81332,                   0,                   0,              3.0285
             0.76995,              0.5938,             0.66595,             0.35932,             0.04782,           0.0029561,                   0,             0.00777,             0.10813,             0.92091,             0.00066,              2.8068,                0.95,              0.1156,             0.05121,             0.55836,             0.93337,             0.91089,              1.0366,                 0.2,              4.6515,                   0,             0.01741,             0.70435,             0.41769,                   0,               0.093,             0.54049,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4505
             0.69102,             0.59091,             0.62211,             0.30002,            0.050564,           0.0034871,                   0,             0.00989,             0.11631,             0.94942,             0.00069,               2.634,             0.74261,             0.10083,              0.0529,             0.64624,             0.99802,              1.0753,              1.0366,                 0.2,               3.771,                   0,             0.01686,             0.74695,              0.4573,                   0,             0.10553,             0.45811,                   0,                   0,                   0,                 0.5,             0.86423,                   0,                   0,               3.421
             0.74212,             0.58944,             0.65513,             0.33755,            0.048036,           0.0039172,                   0,             0.00971,             0.12267,             0.92017,             0.00066,              2.8716,             0.87889,             0.10491,             0.05114,             0.57991,              0.9269,              1.2245,              1.1182,                 0.2,              3.9321,                   0,             0.01461,             0.83906,             0.47535,                   0,             0.09968,              0.5623,                   0,                   0,                   0,                 0.5,              0.9681,                   0,                   0,              2.7549
             0.73517,             0.58206,             0.64731,             0.32445,            0.051111,           0.0035421,                   0,             0.00897,             0.12043,             0.89897,             0.00075,              2.1972,             0.85263,             0.09805,             0.05298,             0.63865,              1.0265,               1.152,              1.0366,                 0.2,               4.043,                   0,             0.01317,             0.72573,             0.43954,                   0,             0.09702,              0.5922,                   0,                   0,                   0,                 0.5,             0.92563,                   0,                   0,                   2
             0.75203,             0.59384,             0.66423,              0.3556,            0.049662,           0.0034909,                   0,             0.00972,             0.12047,             0.92066,             0.00066,              2.8091,             0.87789,             0.10308,             0.05298,             0.60739,             0.93105,              1.1555,              1.0366,                 0.2,              3.8868,                   0,             0.01461,             0.79695,             0.44311,                   0,               0.093,             0.53796,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.8233
             0.71192,             0.55718,             0.61167,             0.30432,            0.050987,           0.0036079,                   0,             0.00983,             0.12249,              0.9551,             0.00066,              2.6611,             0.89315,             0.10318,             0.05298,             0.63482,             0.86863,               1.152,             0.98953,                 0.2,              4.0575,                   0,             0.01461,             0.89761,             0.44311,                   0,             0.09352,             0.54852,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.4727
               0.776,             0.58504,             0.65599,             0.34847,            0.044251,           0.0030879,                   0,             0.00871,             0.12043,             0.93028,             0.00064,              2.8068,             0.90749,              0.1071,             0.04907,             0.64196,             0.90909,              1.0809,             0.97146,                 0.2,              3.7136,                   0,             0.01394,              0.7414,             0.44276,                   0,              0.0925,             0.53226,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              3.0211
             0.71693,             0.57625,             0.62773,             0.33457,            0.049169,           0.0034985,                   0,             0.01019,             0.12043,              0.9226,             0.00067,              2.7777,             0.87889,             0.10585,             0.05298,             0.62363,             0.94151,              1.1511,             0.97046,                 0.2,              3.8858,                   0,             0.01471,             0.75432,             0.44311,                   0,               0.093,             0.53671,                   0,                   0,                   0,                 0.5,             0.98734,                   0,                   0,               2.562
             0.71783,             0.62317,              0.6536,             0.32146,            0.055264,           0.0039727,                   0,             0.01074,             0.11965,             0.93253,             0.00054,              2.8171,             0.88186,             0.11846,             0.05862,             0.75035,             0.80845,              1.2885,              1.0366,                 0.2,              3.9434,                   0,             0.01536,             0.81415,             0.43443,                   0,             0.08902,             0.52217,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3653
              0.7369,             0.51466,             0.58003,             0.27185,              0.0596,           0.0037184,                   0,             0.00966,             0.12687,             0.92569,              0.0006,              2.8068,             0.67715,             0.07359,             0.05842,             0.70398,             0.93337,               1.152,              1.0366,                 0.2,              3.8127,                   0,             0.01511,             0.84883,             0.46863,                   0,             0.07994,             0.48556,                   0,                   0,                   0,                 0.5,             0.95191,                   0,                   0,              2.8287
             0.72279,             0.60788,             0.65397,             0.34348,            0.043284,           0.0039689,                   0,             0.00967,             0.12043,             0.92091,             0.00066,              2.5979,             0.87889,             0.10072,             0.04583,             0.66307,             0.91889,              1.3612,             0.92425,                 0.2,              4.4875,                   0,             0.01295,             0.77359,             0.43161,                   0,             0.09012,             0.52528,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.3855
             0.70172,             0.56598,             0.62972,             0.32331,            0.059537,           0.0034894,                   0,             0.00811,              0.1361,             0.94538,             0.00081,               2.169,             0.83216,             0.10035,             0.06224,             0.59987,             0.93337,              1.3085,             0.76057,                 0.2,              3.8858,                   0,             0.01429,                 0.9,             0.47346,                   0,             0.07949,             0.56073,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,                   2
             0.70069,             0.60117,             0.64957,             0.35416,            0.049206,            0.003605,                   0,             0.00974,              0.1142,             0.91615,             0.00066,              2.8771,             0.88194,             0.10252,             0.05455,             0.60678,             0.93337,              1.1249,              1.0433,                 0.2,              3.8858,                   0,             0.01461,             0.77755,              0.4306,                   0,               0.093,             0.52163,                   0,                   0,                   0,                 0.5,             0.93848,                   0,                   0,              2.6698
             0.73438,             0.50293,             0.58368,             0.30654,            0.054132,           0.0038206,                   0,             0.01126,             0.15367,             0.93018,             0.00056,              2.7898,             0.79531,             0.05004,             0.05607,             0.52163,             0.93337,              1.1637,              1.0255,                 0.2,              3.8857,                   0,             0.01794,             0.79652,             0.44382,                   0,             0.07902,             0.53671,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.3774
             0.75741,             0.53959,              0.6282,             0.32916,            0.057849,           0.0039775,                   0,             0.00959,             0.13008,             0.94446,              0.0006,              2.7448,             0.83045,             0.10318,             0.06154,             0.70177,              1.0595,               1.152,              1.1258,                 0.2,              3.7404,                   0,             0.01653,             0.79657,             0.35428,                   0,             0.10124,             0.52439,                   0,                   0,                   0,                 0.5,             0.92672,                   0,                   0,              2.8287
             0.68495,             0.59384,             0.63146,             0.34807,            0.048649,           0.0035754,                   0,             0.00939,             0.10613,             0.93903,             0.00072,              2.8068,             0.87889,             0.09682,             0.05298,             0.65012,             0.93318,               1.152,              1.0283,                 0.2,              3.8858,                   0,             0.01422,             0.79657,             0.44311,                   0,             0.10439,             0.46268,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              3.0753
             0.76168,             0.57185,             0.64799,             0.33939,            0.049721,           0.0035298,                   0,             0.00954,             0.11753,             0.92091,             0.00065,              2.8509,              0.9044,             0.10318,             0.05255,             0.60458,             0.93493,              1.1522,               1.041,                 0.2,              3.8496,                   0,             0.01444,             0.78705,             0.44583,                   0,             0.09466,             0.54309,                   0,                   0,                   0,                 0.5,             0.97061,                   0,                   0,              2.9043
             0.75492,             0.55572,             0.63076,             0.32674,            0.056733,           0.0033935,                   0,             0.00862,             0.12182,             0.93219,             0.00066,              3.1714,             0.87889,             0.10402,             0.05853,             0.65285,             0.93337,              1.0974,              1.0015,                 0.2,              3.8858,                   0,             0.01503,             0.66511,             0.42691,                   0,             0.09593,             0.61232,                   0,                   0,                   0,                 0.5,             0.98719,                   0,                   0,              2.8287
             0.72521,             0.59238,             0.65254,             0.31658,            0.052173,           0.0035173,                   0,             0.00971,             0.12059,             0.92031,             0.00066,              2.8106,             0.87889,             0.10334,             0.05281,             0.60685,             0.93252,               1.152,              1.0348,                 0.2,              3.8866,                   0,             0.01465,             0.79664,             0.44329,                   0,             0.09321,             0.53701,                   0,                   0,                   0,                 0.5,             0.98526,                   0,                   0,              2.8154
             0.75691,             0.58504,              0.6553,             0.34254,            0.046828,           0.0036816,                   0,             0.01046,             0.11557,             0.92091,             0.00066,               2.873,             0.87889,             0.09963,             0.04948,             0.57677,             0.97737,              1.2416,              1.0673,                 0.2,              3.7134,                   0,             0.01509,              0.7545,             0.45467,                   0,             0.09198,             0.53324,                   0,                   0,                   0,                 0.5,             0.91329,                   0,                   0,              3.1559
             0.64358,             0.59091,             0.62917,             0.34911,            0.047686,           0.0037948,                   0,             0.01027,             0.11246,             0.92855,             0.00078,              3.2606,             0.94634,             0.10681,             0.05303,              0.6564,             0.93337,               1.183,              1.0366,                 0.2,              3.8858,                   0,             0.01485,             0.87656,             0.41147,                   0,               0.093,              0.5132,                   0,                   0,                   0,                 0.5,             0.99169,                   0,                   0,              2.0481
