               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.049194,           0.0049731,                   0,              0.7045,             0.61876,             0.65186,             0.37777,            0.046858,           0.0036823,                   0,            0.009178,            0.009178,            0.009178
                  29,            0.049123,           0.0049735,                   0,             0.69464,             0.61144,             0.64142,             0.36971,            0.046501,           0.0037243,                   0,           0.0090994,           0.0090994,           0.0090994
                  30,            0.049739,           0.0050655,                   0,             0.77628,             0.54252,             0.63267,             0.36479,            0.045563,           0.0039148,                   0,           0.0090184,           0.0090184,           0.0090184
                  31,             0.04866,           0.0050722,                   0,             0.72593,              0.6349,             0.68653,             0.38193,             0.04555,           0.0035565,                   0,           0.0089351,           0.0089351,           0.0089351
                  32,            0.048392,           0.0049128,                   0,             0.73476,             0.60264,             0.67313,             0.38038,            0.044982,           0.0036179,                   0,           0.0088497,           0.0088497,           0.0088497
                  33,            0.048678,           0.0048955,                   0,              0.7361,              0.6217,              0.6824,             0.39829,            0.044719,           0.0035049,                   0,           0.0087621,           0.0087621,           0.0087621
                  34,            0.048146,           0.0049321,                   0,             0.69632,             0.62023,             0.66515,             0.38875,            0.044649,           0.0036451,                   0,           0.0086724,           0.0086724,           0.0086724
                  35,            0.047639,           0.0049292,                   0,              0.7124,              0.6437,             0.67892,             0.39007,            0.045094,           0.0035995,                   0,           0.0085806,           0.0085806,           0.0085806
                  36,            0.047946,           0.0050223,                   0,             0.73724,              0.6349,             0.69929,             0.40364,            0.043456,           0.0035113,                   0,           0.0084869,           0.0084869,           0.0084869
                  37,             0.04703,           0.0049419,                   0,             0.74351,             0.62907,             0.69459,             0.40298,            0.043101,           0.0035109,                   0,           0.0083913,           0.0083913,           0.0083913
                  38,            0.047459,           0.0049167,                   0,             0.77377,             0.63196,             0.70228,              0.4158,            0.042521,           0.0033829,                   0,           0.0082939,           0.0082939,           0.0082939
                  39,            0.047351,           0.0046916,                   0,             0.76668,             0.63343,             0.69331,             0.40469,            0.043769,           0.0034699,                   0,           0.0081947,           0.0081947,           0.0081947
                  40,            0.047789,           0.0050132,                   0,             0.80723,             0.59677,             0.68828,             0.40337,            0.043458,           0.0035478,                   0,           0.0080938,           0.0080938,           0.0080938
                  41,            0.047301,           0.0049624,                   0,             0.73801,             0.67155,             0.70202,             0.40551,            0.044293,           0.0034006,                   0,           0.0079912,           0.0079912,           0.0079912
                  42,            0.046612,           0.0047759,                   0,             0.73548,             0.64076,             0.69078,             0.40968,            0.043261,           0.0034953,                   0,           0.0078871,           0.0078871,           0.0078871
                  43,            0.045976,           0.0046943,                   0,             0.76752,             0.62023,             0.69878,             0.41109,            0.043145,           0.0035333,                   0,           0.0077816,           0.0077816,           0.0077816
                  44,             0.04558,           0.0046355,                   0,             0.74718,             0.65103,             0.70741,             0.40932,            0.042741,           0.0034358,                   0,           0.0076745,           0.0076745,           0.0076745
                  45,            0.045412,            0.004648,                   0,             0.75669,              0.6305,             0.70083,             0.41482,            0.042715,           0.0035546,                   0,           0.0075662,           0.0075662,           0.0075662
                  46,            0.045937,           0.0047485,                   0,             0.73415,             0.63196,             0.68493,             0.40268,            0.043216,           0.0035626,                   0,           0.0074566,           0.0074566,           0.0074566
                  47,            0.045347,           0.0048607,                   0,             0.78648,             0.59951,             0.69164,             0.41369,            0.042563,           0.0035268,                   0,           0.0073458,           0.0073458,           0.0073458
                  48,            0.045068,           0.0047461,                   0,             0.78034,             0.64071,             0.71284,             0.42461,            0.041826,           0.0034174,                   0,           0.0072338,           0.0072338,           0.0072338
                  49,            0.044717,           0.0048044,                   0,             0.80559,             0.59824,             0.70108,             0.41283,            0.042035,           0.0034372,                   0,           0.0071208,           0.0071208,           0.0071208
                  50,            0.044667,           0.0046932,                   0,               0.777,             0.62903,             0.71064,             0.42402,            0.041483,           0.0034532,                   0,           0.0070069,           0.0070069,           0.0070069
                  51,            0.044699,           0.0047202,                   0,             0.80276,             0.64663,             0.72906,             0.43002,            0.040754,           0.0033873,                   0,           0.0068921,           0.0068921,           0.0068921
                  52,            0.043641,           0.0046345,                   0,             0.74442,             0.63636,             0.69795,             0.41735,            0.041452,           0.0034722,                   0,           0.0067764,           0.0067764,           0.0067764
                  53,             0.04431,             0.00462,                   0,             0.76392,             0.65543,             0.71352,             0.41613,            0.041271,            0.003458,                   0,             0.00666,             0.00666,             0.00666
                  54,            0.044048,           0.0046464,                   0,             0.77792,             0.67302,             0.72667,              0.4282,            0.041232,           0.0034321,                   0,            0.006543,            0.006543,            0.006543
                  55,            0.043943,           0.0045768,                   0,             0.76122,             0.66862,             0.71757,             0.43084,            0.041209,           0.0033686,                   0,           0.0064254,           0.0064254,           0.0064254
                  56,            0.043135,           0.0044764,                   0,             0.77551,             0.64516,             0.71519,             0.42753,            0.041235,           0.0033515,                   0,           0.0063074,           0.0063074,           0.0063074
                  57,            0.043253,           0.0045822,                   0,             0.77401,             0.64516,             0.71659,              0.4317,            0.040684,           0.0033749,                   0,           0.0061889,           0.0061889,           0.0061889
                  58,            0.043242,           0.0044736,                   0,             0.81209,             0.60832,             0.70494,             0.43039,            0.041067,           0.0034166,                   0,           0.0060701,           0.0060701,           0.0060701
                  59,            0.042786,           0.0044837,                   0,               0.787,             0.62303,             0.71243,             0.42794,            0.040741,           0.0034433,                   0,            0.005951,            0.005951,            0.005951
                  60,            0.042605,           0.0045345,                   0,             0.78576,             0.63458,             0.71349,             0.43334,            0.040713,           0.0033801,                   0,           0.0058318,           0.0058318,           0.0058318
                  61,            0.042394,           0.0044039,                   0,             0.82205,             0.60964,             0.71937,             0.43537,            0.041046,           0.0033268,                   0,           0.0057125,           0.0057125,           0.0057125
                  62,            0.041898,           0.0044724,                   0,             0.79742,             0.64645,             0.72089,              0.4383,            0.040658,           0.0033267,                   0,           0.0055932,           0.0055932,           0.0055932
                  63,            0.040875,           0.0043277,                   0,             0.80474,             0.65543,             0.72117,             0.44039,            0.040379,           0.0033065,                   0,            0.005474,            0.005474,            0.005474
                  64,             0.04113,           0.0042913,                   0,             0.79634,             0.64956,             0.71744,             0.43952,            0.040448,           0.0033235,                   0,           0.0053549,           0.0053549,           0.0053549
                  65,            0.041615,           0.0043697,                   0,             0.77175,             0.67009,             0.72366,             0.44264,             0.04041,           0.0032824,                   0,           0.0052361,           0.0052361,           0.0052361
                  66,            0.041213,           0.0044629,                   0,             0.77094,             0.64663,             0.71841,              0.4378,              0.0401,           0.0033127,                   0,           0.0051176,           0.0051176,           0.0051176
                  67,            0.041148,            0.004394,                   0,             0.78555,             0.65103,             0.72527,             0.43565,            0.040593,           0.0032766,                   0,           0.0049995,           0.0049995,           0.0049995
                  68,            0.040326,           0.0044071,                   0,             0.80606,              0.6305,             0.72693,              0.4399,            0.040612,           0.0032779,                   0,           0.0048819,           0.0048819,           0.0048819
                  69,            0.040026,           0.0041785,                   0,             0.80855,             0.63163,             0.72543,             0.43665,             0.04067,           0.0033235,                   0,           0.0047649,           0.0047649,           0.0047649
                  70,            0.040535,           0.0042916,                   0,             0.78521,             0.64516,             0.71875,              0.4362,            0.040614,             0.00335,                   0,           0.0046486,           0.0046486,           0.0046486
                  71,            0.040145,           0.0042686,                   0,             0.77479,             0.65249,             0.72034,             0.43621,            0.040522,           0.0033499,                   0,           0.0045329,           0.0045329,           0.0045329
                  72,             0.04003,           0.0042675,                   0,             0.83421,              0.6173,             0.72141,             0.43463,             0.04033,           0.0033648,                   0,           0.0044181,           0.0044181,           0.0044181
                  73,            0.040204,           0.0042121,                   0,             0.80977,             0.62463,             0.71894,             0.43462,             0.04043,           0.0033913,                   0,           0.0043041,           0.0043041,           0.0043041
                  74,            0.039476,           0.0041022,                   0,             0.79583,             0.64076,             0.72281,             0.43972,            0.040438,            0.003377,                   0,           0.0041912,           0.0041912,           0.0041912
                  75,            0.038917,           0.0039805,                   0,              0.7604,             0.64809,              0.7194,             0.43772,            0.040697,           0.0033719,                   0,           0.0040792,           0.0040792,           0.0040792
                  76,            0.039516,           0.0040533,                   0,               0.815,             0.62012,              0.7212,             0.44161,            0.040786,           0.0033598,                   0,           0.0039684,           0.0039684,           0.0039684
                  77,            0.038727,           0.0041268,                   0,             0.77826,             0.64516,             0.72193,             0.44397,            0.040733,           0.0033382,                   0,           0.0038588,           0.0038588,           0.0038588
                  78,            0.039048,           0.0041418,                   0,             0.75757,             0.66129,             0.72226,             0.44503,            0.040609,           0.0033327,                   0,           0.0037504,           0.0037504,           0.0037504
                  79,            0.038773,            0.004064,                   0,             0.78215,             0.64809,             0.72056,             0.44294,            0.040733,           0.0033351,                   0,           0.0036434,           0.0036434,           0.0036434
                  80,            0.038555,           0.0040835,                   0,             0.77706,             0.64663,             0.72008,              0.4413,            0.040766,           0.0033466,                   0,           0.0035378,           0.0035378,           0.0035378
                  81,            0.039248,           0.0041222,                   0,             0.73433,             0.67009,             0.71759,             0.44136,            0.040779,           0.0033535,                   0,           0.0034337,           0.0034337,           0.0034337
                  82,            0.038605,           0.0040086,                   0,             0.80491,             0.61877,              0.7167,             0.44172,            0.040893,           0.0033664,                   0,           0.0033312,           0.0033312,           0.0033312
                  83,            0.037574,           0.0040549,                   0,              0.8096,             0.61725,             0.71554,             0.44223,            0.040883,           0.0033822,                   0,           0.0032303,           0.0032303,           0.0032303
                  84,            0.038211,           0.0039856,                   0,             0.81199,              0.6173,             0.71855,             0.44344,            0.040819,           0.0033902,                   0,           0.0031311,           0.0031311,           0.0031311
                  85,             0.03772,           0.0039297,                   0,             0.78598,              0.6305,             0.71784,             0.44243,            0.040856,           0.0033904,                   0,           0.0030336,           0.0030336,           0.0030336
                  86,            0.036421,           0.0038816,                   0,             0.81671,             0.60997,             0.71504,             0.44234,            0.040858,           0.0033853,                   0,            0.002938,            0.002938,            0.002938
                  87,            0.036937,           0.0038928,                   0,             0.79845,             0.62736,             0.71839,             0.44212,             0.04091,           0.0033891,                   0,           0.0028443,           0.0028443,           0.0028443
                  88,            0.036642,             0.00386,                   0,             0.80288,             0.62706,             0.71765,              0.4424,             0.04095,           0.0033854,                   0,           0.0027526,           0.0027526,           0.0027526
                  89,            0.036949,           0.0038466,                   0,             0.79409,             0.63333,             0.72048,             0.44073,            0.040983,             0.00338,                   0,           0.0026629,           0.0026629,           0.0026629
                  90,            0.036253,           0.0038033,                   0,             0.77853,              0.6393,             0.71916,             0.44112,            0.041009,           0.0033759,                   0,           0.0025753,           0.0025753,           0.0025753
                  91,            0.035935,           0.0038151,                   0,             0.76288,             0.65101,             0.71976,             0.44191,            0.041025,           0.0033708,                   0,           0.0024898,           0.0024898,           0.0024898
                  92,            0.036154,           0.0037432,                   0,             0.80829,             0.62439,             0.72205,             0.44238,            0.041043,           0.0033664,                   0,           0.0024066,           0.0024066,           0.0024066
                  93,            0.035623,           0.0037973,                   0,             0.74232,             0.67586,             0.72326,             0.44102,            0.041024,           0.0033574,                   0,           0.0023256,           0.0023256,           0.0023256
                  94,            0.035544,           0.0037259,                   0,             0.75466,             0.66862,             0.72289,             0.44208,            0.041057,           0.0033482,                   0,           0.0022469,           0.0022469,           0.0022469
                  95,            0.035637,           0.0037818,                   0,             0.76735,             0.66256,             0.72445,             0.44198,             0.04105,             0.00334,                   0,           0.0021706,           0.0021706,           0.0021706
                  96,            0.035043,           0.0037582,                   0,             0.77664,             0.65836,             0.72658,             0.44339,            0.041051,            0.003336,                   0,           0.0020968,           0.0020968,           0.0020968
                  97,            0.034968,            0.003689,                   0,             0.78309,             0.65689,             0.72774,             0.44511,            0.041044,           0.0033296,                   0,           0.0020254,           0.0020254,           0.0020254
                  98,            0.034775,           0.0036533,                   0,             0.77912,             0.65685,             0.72832,             0.44397,            0.041023,           0.0033314,                   0,           0.0019565,           0.0019565,           0.0019565
                  99,            0.035055,              0.0037,                   0,              0.7867,             0.64956,             0.72788,             0.44393,            0.041007,           0.0033332,                   0,           0.0018902,           0.0018902,           0.0018902
                 100,             0.03408,           0.0035199,                   0,             0.77763,             0.65689,             0.72749,             0.44283,            0.040994,           0.0033328,                   0,           0.0018266,           0.0018266,           0.0018266
                 101,             0.03554,           0.0036181,                   0,             0.79094,             0.64956,             0.72843,              0.4435,            0.040997,           0.0033309,                   0,           0.0017656,           0.0017656,           0.0017656
                 102,             0.03435,            0.003667,                   0,             0.79333,             0.64809,             0.72807,             0.44271,            0.041015,           0.0033319,                   0,           0.0017073,           0.0017073,           0.0017073
                 103,            0.033725,           0.0035685,                   0,               0.791,              0.6493,             0.72821,             0.44282,            0.041025,           0.0033311,                   0,           0.0016517,           0.0016517,           0.0016517
                 104,            0.034295,           0.0035812,                   0,             0.78524,             0.65103,             0.72799,             0.44346,            0.041043,           0.0033295,                   0,           0.0015989,           0.0015989,           0.0015989
                 105,            0.033797,           0.0036003,                   0,             0.78904,             0.64809,             0.72828,             0.44329,            0.041083,           0.0033262,                   0,            0.001549,            0.001549,            0.001549
                 106,            0.033928,           0.0035589,                   0,             0.79002,             0.64663,             0.72797,             0.44299,            0.041098,           0.0033218,                   0,           0.0015019,           0.0015019,           0.0015019
                 107,            0.034424,           0.0035904,                   0,             0.78959,              0.6493,             0.72899,             0.44341,            0.041106,           0.0033194,                   0,           0.0014577,           0.0014577,           0.0014577
                 108,            0.033422,           0.0035415,                   0,              0.7844,             0.65082,              0.7285,             0.44405,             0.04112,           0.0033177,                   0,           0.0014164,           0.0014164,           0.0014164
                 109,            0.033226,           0.0035655,                   0,             0.77958,             0.65396,             0.72792,             0.44341,            0.041122,           0.0033146,                   0,            0.001378,            0.001378,            0.001378
                 110,             0.03263,           0.0034607,                   0,             0.78058,             0.65249,             0.72813,             0.44318,            0.041126,           0.0033128,                   0,           0.0013426,           0.0013426,           0.0013426
                 111,            0.033163,           0.0036215,                   0,             0.78435,             0.65062,             0.72872,             0.44337,            0.041136,           0.0033136,                   0,           0.0013103,           0.0013103,           0.0013103
                 112,             0.03362,           0.0035016,                   0,             0.78529,             0.64889,             0.72884,             0.44415,            0.041138,           0.0033133,                   0,           0.0012809,           0.0012809,           0.0012809
                 113,            0.032729,           0.0034976,                   0,             0.78374,             0.65103,             0.72869,              0.4437,            0.041145,            0.003313,                   0,           0.0012546,           0.0012546,           0.0012546
                 114,            0.032637,            0.003452,                   0,             0.78307,             0.65101,             0.72882,             0.44373,            0.041157,           0.0033127,                   0,           0.0012313,           0.0012313,           0.0012313
                 115,            0.032645,            0.003442,                   0,             0.78186,             0.65249,              0.7289,             0.44401,            0.041176,            0.003314,                   0,           0.0012111,           0.0012111,           0.0012111
                 116,            0.032188,           0.0034806,                   0,             0.78055,             0.65396,             0.72877,             0.44414,            0.041194,           0.0033125,                   0,            0.001194,            0.001194,            0.001194
                 117,              0.0325,           0.0034522,                   0,             0.77701,             0.65543,             0.73027,             0.44328,            0.041195,           0.0033118,                   0,           0.0011799,           0.0011799,           0.0011799
                 118,            0.032812,           0.0034515,                   0,             0.76992,             0.65836,              0.7299,             0.44371,            0.041214,           0.0033116,                   0,            0.001169,            0.001169,            0.001169
                 119,            0.032332,           0.0034152,                   0,             0.78096,             0.65103,             0.72979,             0.44338,            0.041239,           0.0033133,                   0,           0.0011612,           0.0011612,           0.0011612
