   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.60453,             0.43883,             0.45672,             0.23815,            0.029072,           0.0025701,                   0,             0.00758,             0.06734,             0.85734,             0.00019,              2.9831,             0.69689,             0.13249,             0.05003,             0.68895,              1.0333,              1.1848,               0.917,                 0.2,              4.8962,                   0,             0.01745,             0.68882,              0.3786,                   0,             0.04949,             0.41911,                   0,                   0,                   0,                 0.5,             0.94415,                   0,                   0,              2.3188
             0.68069,             0.48027,             0.52967,             0.27525,            0.025807,           0.0026362,                   0,             0.00617,             0.07542,              0.8627,             0.00031,              2.8022,             0.72266,             0.12859,             0.04624,             0.63779,              1.0823,              1.1633,               1.223,                 0.2,              5.2499,                   0,             0.01614,             0.68749,             0.37595,                   0,             0.05407,             0.43551,                   0,                   0,                   0,                 0.5,             0.94086,                   0,                   0,              2.4855
             0.64277,             0.48163,             0.51315,             0.26796,             0.02965,           0.0027362,                   0,             0.00658,             0.07387,              0.8615,             0.00028,              2.6987,              0.7585,             0.12558,              0.0522,             0.64946,              1.0984,              1.1858,              1.1207,                 0.2,              5.3472,                   0,             0.01588,             0.71656,              0.3786,                   0,             0.05611,             0.39642,                   0,                   0,                   0,                 0.5,             0.90304,                   0,                   0,              2.0598
             0.71395,             0.50748,             0.55563,             0.27444,            0.026231,           0.0025465,                   0,             0.00603,             0.06844,             0.86939,             0.00027,              2.8111,             0.77885,             0.13444,             0.04744,             0.57108,              1.0041,              1.1633,              1.1577,                 0.2,              5.2497,                   0,             0.01511,             0.72675,             0.37217,                   0,             0.05025,             0.41911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.60853,             0.48027,             0.51161,             0.25885,            0.023561,           0.0026841,                   0,             0.00703,             0.07212,              0.8627,             0.00023,              3.0808,             0.68397,             0.12955,             0.04184,             0.59001,              1.0272,              1.1633,              1.1767,                 0.2,              5.3116,                   0,             0.01588,             0.72813,              0.3786,                   0,             0.04995,             0.36564,                   0,                   0,                   0,                 0.5,             0.95719,                   0,                   0,              2.0598
             0.64853,             0.43946,             0.48964,             0.24171,            0.031775,           0.0032785,                   0,             0.00604,              0.0749,              0.8447,             0.00028,              2.8882,             0.72562,              0.1232,             0.05551,             0.56707,              1.1036,              1.3628,              1.1518,                 0.2,              5.2217,                   0,             0.01372,             0.59962,              0.3786,                   0,             0.05407,             0.34665,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0598
             0.62446,             0.47483,             0.50707,             0.26351,            0.027282,           0.0024676,                   0,             0.00662,             0.07334,             0.88896,             0.00021,              2.6717,             0.64484,             0.12937,             0.04825,             0.58685,             0.99785,              1.0889,              1.2034,                 0.2,              5.1848,                   0,              0.0147,             0.75562,             0.41087,                   0,             0.05407,             0.40384,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0878
             0.53395,             0.50884,             0.49481,             0.26429,             0.02919,           0.0027094,                   0,             0.00638,             0.06529,              0.8758,             0.00024,              2.4358,                0.95,             0.13679,             0.05003,             0.56823,             0.94885,              1.1633,              1.2068,                 0.2,              6.1444,                   0,             0.01544,             0.43368,             0.47434,                   0,             0.06334,             0.31012,                   0,                   0,                   0,                 0.5,             0.91165,                   0,                   0,                   2
             0.67152,             0.47211,             0.51726,             0.25375,            0.029277,           0.0025509,                   0,             0.00642,             0.07387,             0.86081,             0.00027,              2.7765,             0.74022,             0.13097,             0.05071,             0.60624,              1.0629,              1.1632,              1.1777,                 0.2,              5.2217,                   0,             0.01588,             0.72116,             0.37931,                   0,             0.05407,             0.42307,                   0,                   0,                   0,                 0.5,             0.97776,                   0,                   0,              2.0505
             0.63004,             0.48027,             0.51053,             0.27022,            0.028635,           0.0029024,                   0,             0.00638,             0.07387,              0.8405,             0.00029,              2.7579,             0.75475,             0.12515,             0.05228,              0.5561,              1.0697,              1.2332,              1.1767,                 0.2,              5.2217,                   0,             0.01421,             0.71656,             0.44529,                   0,             0.05379,             0.40394,                   0,                   0,                   0,                 0.5,             0.94507,                   0,                   0,              2.7217
             0.66604,             0.51826,             0.54647,             0.27233,            0.030723,           0.0030762,                   0,              0.0071,             0.07514,             0.86609,             0.00027,              2.8243,             0.77269,             0.11665,             0.05437,             0.50053,              1.1226,              1.2704,              1.3457,                 0.2,              5.3831,                   0,             0.01541,             0.75863,             0.36551,                   0,             0.05559,             0.41911,                   0,                   0,                   0,                 0.5,             0.95719,                   0,                   0,              2.1906
             0.59439,             0.47483,             0.49373,             0.26661,            0.029615,            0.002753,                   0,             0.00707,             0.07389,             0.80567,             0.00027,              2.7579,             0.77294,             0.12955,             0.05003,             0.60308,              1.1565,              1.1728,               1.226,                 0.2,              5.2217,                   0,             0.01677,             0.71656,             0.34391,                   0,              0.0656,             0.42107,                   0,                   0,                   0,                 0.5,             0.90717,                   0,                   0,              2.0598
             0.64607,             0.50748,             0.54638,             0.27431,            0.027008,           0.0023592,                   0,             0.00638,             0.07994,              0.8627,             0.00024,              2.4904,             0.62639,             0.12143,             0.04819,             0.50618,              1.0867,              1.1021,              1.0955,                 0.2,              4.7137,                   0,             0.01184,             0.87817,             0.44499,                   0,             0.07061,             0.43968,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3226
             0.66912,             0.48163,             0.52793,             0.26716,            0.026199,           0.0024921,                   0,             0.00638,             0.07387,             0.88863,             0.00027,              2.7148,             0.80033,             0.13417,             0.04663,             0.59668,             0.98315,              1.1802,              1.1142,                 0.2,              5.1479,                   0,             0.01537,             0.77543,             0.36347,                   0,              0.0505,             0.42872,                   0,                   0,                   0,                 0.5,             0.93252,                   0,                   0,              2.0598
             0.66303,             0.40544,             0.45528,             0.23288,            0.027336,           0.0026783,                   0,             0.00655,             0.07387,             0.83538,             0.00027,               2.489,              0.8223,             0.14353,             0.04601,              0.6719,             0.91111,              1.0449,              1.2886,                 0.2,              5.2421,                   0,             0.01387,             0.84039,             0.32648,                   0,             0.05643,             0.58027,                   0,                   0,                   0,                 0.5,             0.95719,                   0,                   0,              2.3705
             0.59241,             0.44762,             0.48685,             0.24947,            0.031812,            0.002727,                   0,             0.00673,             0.08786,             0.88407,             0.00027,              3.0901,              0.8594,             0.13209,             0.05551,             0.61618,              1.1636,              1.1848,              1.1767,                 0.2,              5.2368,                   0,             0.01319,              0.6961,             0.41723,                   0,             0.05407,             0.41911,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.68013,              0.4517,             0.50403,             0.25473,            0.028461,           0.0026428,                   0,             0.00638,             0.07848,              0.8281,             0.00035,              3.2573,              0.7912,             0.14782,             0.05003,             0.66284,             0.85202,              1.0919,              1.1699,                 0.2,              5.2217,                   0,             0.01944,             0.76234,             0.37502,                   0,             0.03434,             0.45522,                   0,                   0,                   0,                 0.5,             0.76187,                   0,                   0,              2.0598
             0.55603,             0.48163,             0.47403,             0.24259,            0.030081,           0.0025348,                   0,             0.00617,             0.07387,             0.86643,             0.00028,               2.931,             0.72799,             0.12589,             0.05276,             0.60669,              1.0594,              1.0998,              1.1767,                 0.2,              5.2217,                   0,             0.01588,             0.70384,             0.37853,                   0,             0.05407,             0.41532,                   0,                   0,                   0,                 0.5,             0.98149,                   0,                   0,              2.0304
             0.65081,             0.47347,             0.50519,             0.24671,            0.028515,           0.0025464,                   0,             0.00665,             0.07506,              0.8627,             0.00027,              2.7579,             0.74885,             0.12436,             0.04953,             0.59455,              1.0673,              1.1127,              1.1767,                 0.2,              5.4008,                   0,             0.01563,             0.77661,              0.3786,                   0,             0.05414,             0.42883,                   0,                   0,                   0,                 0.5,             0.99106,                   0,                   0,              2.1942
             0.68269,             0.51837,             0.54976,             0.29376,            0.024911,           0.0029549,                   0,             0.00645,             0.07387,             0.83197,             0.00028,              2.7579,              0.5482,             0.12891,             0.04326,             0.54715,              1.2323,               1.396,              1.1767,                 0.2,              6.3278,                   0,             0.01555,             0.68061,              0.3669,                   0,             0.05609,             0.33546,                   0,                   0,                   0,                 0.5,             0.90248,                   0,                   0,              2.0499
             0.68082,             0.51156,             0.54523,              0.2559,            0.027031,           0.0027891,                   0,             0.00725,             0.07387,             0.83197,             0.00031,              2.9287,             0.63218,             0.15904,             0.04501,             0.52609,               1.356,              1.3284,               1.109,                 0.2,              6.3278,                   0,             0.01417,             0.68819,             0.40166,                   0,             0.05609,             0.38655,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.59291,              0.5034,             0.51084,             0.25591,             0.02776,           0.0028928,                   0,             0.00645,             0.07215,             0.83197,             0.00029,               3.256,              0.5482,              0.1483,             0.04604,              0.5468,              1.2323,              1.4206,             0.96889,                 0.2,              7.0859,                   0,             0.01454,             0.68061,             0.40138,                   0,             0.05165,             0.33546,                   0,                   0,                   0,                 0.5,             0.79498,                   0,                   0,              2.8342
             0.64007,             0.49932,              0.5251,             0.26344,            0.025754,           0.0032381,                   0,             0.00689,             0.07879,             0.85011,             0.00026,              2.5673,             0.55304,             0.12891,             0.04457,             0.56268,               1.136,               1.431,              1.1767,                 0.2,              6.3278,                   0,             0.01542,             0.69692,             0.38054,                   0,             0.04972,             0.36855,                   0,                   0,                   0,                 0.5,             0.90248,                   0,                   0,              2.1118
             0.61148,             0.52462,             0.52257,             0.27065,            0.024405,           0.0031516,                   0,             0.00622,              0.0806,             0.82772,             0.00028,              2.8205,              0.5541,             0.12891,             0.04148,             0.54715,              1.2601,              1.4099,              1.1898,                 0.2,              6.3278,                   0,             0.01613,             0.74975,             0.40136,                   0,             0.05049,             0.35483,                   0,                   0,                   0,                 0.5,             0.83157,                   0,                   0,              2.2319
             0.64844,             0.48027,             0.50268,             0.24683,            0.039185,           0.0033872,                   0,             0.00674,             0.07194,              0.9219,             0.00029,              1.8705,              0.5482,             0.12891,             0.06367,             0.61284,              1.1475,               1.396,              1.1264,                 0.2,                   8,                   0,              0.0125,             0.67581,              0.3243,                   0,             0.05609,             0.36196,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.646
             0.65884,             0.47483,             0.52415,             0.26552,            0.025555,           0.0027688,                   0,             0.00654,             0.09038,             0.83529,             0.00042,              2.3289,             0.47849,             0.12144,             0.04326,              0.4626,              1.0023,              1.0998,              1.3856,                 0.2,              7.8439,                   0,             0.01528,             0.68841,             0.30604,                   0,             0.03625,             0.36168,                   0,                   0,                   0,                 0.5,             0.90248,                   0,                   0,              2.0136
