               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.089784,            0.010435,                   0,            0.062099,            0.064603,            0.012538,           0.0032314,            0.081172,           0.0082326,                   0,            0.005356,            0.005356,            0.044356
                  13,            0.086106,            0.010362,                   0,            0.068372,             0.22476,            0.033843,            0.008171,            0.077022,            0.008273,                   0,           0.0056374,           0.0056374,            0.039937
                  14,            0.086534,             0.01044,                   0,             0.11771,             0.11844,            0.034703,           0.0081314,            0.081038,           0.0077013,                   0,           0.0058914,           0.0058914,            0.035491
                  15,            0.086673,            0.010252,                   0,            0.098412,             0.14266,            0.037357,            0.012953,            0.087593,           0.0073146,                   0,           0.0061169,           0.0061169,            0.031017
                  16,            0.083586,            0.010075,                   0,             0.21374,             0.15747,            0.078803,            0.023635,            0.073919,           0.0078388,                   0,           0.0063132,           0.0063132,            0.026513
                  17,            0.082345,           0.0095694,                   0,             0.15424,             0.19785,            0.082769,              0.0216,            0.076939,           0.0076925,                   0,           0.0064794,           0.0064794,            0.021979
                  18,            0.083129,           0.0098571,                   0,             0.30304,             0.20458,             0.14166,            0.054443,            0.069734,           0.0077961,                   0,           0.0066151,           0.0066151,            0.017415
                  19,            0.081411,            0.010222,                   0,             0.22644,             0.15478,            0.086745,            0.024473,             0.07467,           0.0075475,                   0,             0.00672,             0.00672,             0.01282
                  20,            0.081245,            0.010047,                   0,             0.19357,             0.15313,            0.086824,            0.030006,            0.076097,           0.0076084,                   0,           0.0067941,           0.0067941,           0.0081941
                  21,            0.077795,            0.010133,                   0,             0.26056,             0.24361,             0.17327,            0.054963,            0.067632,           0.0074513,                   0,           0.0066191,           0.0066191,           0.0066191
                  22,            0.076076,           0.0097426,                   0,             0.34338,             0.18708,             0.15053,            0.051422,            0.070907,           0.0076001,                   0,           0.0066191,           0.0066191,           0.0066191
                  23,            0.075852,           0.0096003,                   0,             0.23345,             0.19246,             0.12099,            0.040704,            0.071103,           0.0073923,                   0,           0.0063432,           0.0063432,           0.0063432
                  24,             0.07356,              0.0101,                   0,              0.3209,             0.23149,             0.18073,            0.053094,            0.064823,           0.0074268,                   0,            0.006064,            0.006064,            0.006064
                  25,            0.070703,           0.0096208,                   0,             0.36151,             0.25707,             0.18672,            0.063889,            0.062566,           0.0073314,                   0,           0.0057826,           0.0057826,           0.0057826
                  26,            0.071303,           0.0094457,                   0,             0.41465,              0.2611,             0.20785,            0.076438,            0.062098,           0.0072596,                   0,              0.0055,              0.0055,              0.0055
                  27,            0.070041,           0.0093628,                   0,             0.39199,              0.3459,             0.29147,             0.11653,            0.059831,           0.0073915,                   0,           0.0052174,           0.0052174,           0.0052174
                  28,            0.069746,           0.0091661,                   0,             0.40043,              0.2288,             0.18814,            0.067207,            0.071701,           0.0067334,                   0,            0.004936,            0.004936,            0.004936
                  29,            0.068449,           0.0092284,                   0,             0.36884,             0.30686,             0.21946,            0.080619,            0.061054,           0.0069074,                   0,           0.0046568,           0.0046568,           0.0046568
                  30,            0.064742,           0.0092228,                   0,             0.35359,             0.29154,             0.23025,            0.074728,            0.060954,           0.0067392,                   0,           0.0043809,           0.0043809,           0.0043809
                  31,            0.065648,           0.0087337,                   0,             0.35927,             0.31225,             0.22134,            0.082854,            0.065286,           0.0064141,                   0,           0.0041094,           0.0041094,           0.0041094
                  32,            0.064344,           0.0087573,                   0,             0.36544,             0.33244,             0.24735,            0.088958,            0.058437,           0.0066175,                   0,           0.0038434,           0.0038434,           0.0038434
                  33,            0.065671,           0.0086111,                   0,             0.47823,             0.37012,             0.34277,             0.13408,            0.053755,           0.0064601,                   0,            0.003584,            0.003584,            0.003584
                  34,            0.064826,           0.0088621,                   0,             0.53464,             0.38089,             0.37756,             0.16108,            0.052855,           0.0062634,                   0,           0.0033321,           0.0033321,           0.0033321
                  35,             0.06233,           0.0085653,                   0,             0.51087,             0.44818,             0.39885,             0.15776,            0.051841,           0.0061838,                   0,           0.0030888,           0.0030888,           0.0030888
                  36,            0.063831,           0.0083987,                   0,             0.52579,             0.45087,             0.40027,             0.15643,            0.051679,           0.0060815,                   0,            0.002855,            0.002855,            0.002855
                  37,            0.060405,           0.0084293,                   0,             0.56452,             0.42396,             0.40852,             0.18005,            0.051281,           0.0061931,                   0,           0.0026316,           0.0026316,           0.0026316
                  38,            0.060457,           0.0080525,                   0,             0.54461,             0.43203,             0.41375,             0.17558,            0.049789,           0.0060394,                   0,           0.0024195,           0.0024195,           0.0024195
                  39,            0.059078,           0.0084765,                   0,             0.55388,             0.45357,             0.44128,              0.1961,            0.049453,           0.0058763,                   0,           0.0022196,           0.0022196,           0.0022196
                  40,            0.060843,           0.0079294,                   0,             0.49476,             0.46164,             0.41258,             0.17787,            0.050525,           0.0058535,                   0,           0.0020327,           0.0020327,           0.0020327
                  41,            0.058347,           0.0084413,                   0,             0.57017,             0.46972,             0.45171,             0.20213,            0.047632,           0.0057936,                   0,           0.0018594,           0.0018594,           0.0018594
                  42,            0.058157,           0.0080078,                   0,             0.56089,             0.44145,              0.4414,             0.18476,            0.047941,           0.0057941,                   0,           0.0017005,           0.0017005,           0.0017005
                  43,            0.055794,           0.0081945,                   0,             0.59506,              0.4603,             0.45857,             0.20807,            0.048652,           0.0057048,                   0,           0.0015566,           0.0015566,           0.0015566
                  44,            0.056824,           0.0080161,                   0,             0.53122,             0.48043,             0.45798,             0.22253,             0.04588,           0.0057275,                   0,           0.0014283,           0.0014283,           0.0014283
                  45,            0.053575,           0.0081495,                   0,             0.55237,             0.45087,             0.44993,             0.21118,            0.046324,           0.0056873,                   0,            0.001316,            0.001316,            0.001316
                  46,            0.055278,           0.0083111,                   0,             0.56361,             0.41893,             0.42901,             0.20547,             0.04712,           0.0057946,                   0,           0.0012202,           0.0012202,           0.0012202
                  47,            0.053145,           0.0080794,                   0,              0.5788,             0.40242,             0.38765,             0.16305,            0.051215,           0.0057178,                   0,           0.0011414,           0.0011414,           0.0011414
                  48,            0.053952,           0.0080712,                   0,             0.54829,             0.48847,             0.47137,             0.23551,            0.045224,           0.0056094,                   0,           0.0010797,           0.0010797,           0.0010797
                  49,            0.054311,           0.0077701,                   0,             0.61693,             0.47645,             0.49003,             0.23726,            0.046013,           0.0055011,                   0,           0.0010355,           0.0010355,           0.0010355
